Feature ID	Taxon	Confidence
2194fbb10152e91c113002dda5da30b7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudoruegeria; s__	0.7206103544480298
6e02a3269d681358c993e21afd91b09f	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae	0.999999999964093
1bb0b60987071e5ec309118a20bb22bc	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales	0.9999954034993699
5409134405e828c06dc289572470e11d	k__Bacteria; p__Proteobacteria	0.7770596975064936
59d131bde4a12fe06178b951d5b1c775	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria	0.723473698503007
1bdb2095d0ad731ee7f64457642583cb	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__	0.9999638534336285
84c469be8a02f48f143a431fd6405336	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__	0.9999543416576634
800dc110fc7fa8c448467e9849df0a5b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999822951955305
6bad7e8fd4db21fc6857e91914ebf2d5	k__Bacteria; p__Proteobacteria	0.7814903297998306
238ac220f9723655002215dc47300a1e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__	0.9988715740765572
3a5770f096585216e1813dd21533a556	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__Hyphomonas; s__	0.9986329749387379
7f0d1435437380391b9ba1ad8d70d91f	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__[Amoebophilaceae]; g__; s__	0.9999999984845118
38f2498af17d7292e4625213c33cf628	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__	0.9999999999997016
4e7cd7b7487f663a6510e9f1355cbe23	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__	0.9997963189412669
5896aec8aa5b317c75cd83064b278625	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae	0.9987028746591788
66f0ecb9367fa587ca7cd473b0caf6a6	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__	0.9891920246131776
fd037cae1ceeba19f7e38655962bf56c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Loktanella; s__	0.9574780642979541
0ef1ec0a2a2b6c10853ef6730efee35c	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Trichodesmium; s__	0.8682640438752599
94f4666faf13367b67832173f8b7c955	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__	0.9999987609177625
1d167de43c78430ea9b2d98410b2edef	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__	0.9988222410868782
056f19afbc568d10b0363ecb641b4ef0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__	0.9999252782486835
1b198f9501f0ace176c7d6ca9f03eea5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__; s__	0.8752270160314398
e0e6ed53e6fa4c06eff3ca78a0a88105	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Ulvophyceae; g__; s__	0.999999999859952
4c8d99cfafb6dd7832d258a3615249f3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__	0.9994903484310987
851664f0f6b4e9b547713da27722ba20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999146960764375
3446ca05be4eb981c52783e23ac61857	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.98417617173703
71e1b4e7f58c8a2559e908029a3adf4c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__; s__	0.9158582402508596
